id,Name,ReleaseDate,Director,Creator
big_daddytt0128853,Ajab Singh Ki Gazab KahaniBig DaddyYou've Got Mail,"21-Apr-17Jun 25, 1999 Wide18 December 1998 (USA)",Rishi Prakash MishraDennis DuganNora Ephron,"Binod KumarSteve Franks,Tim Herlihy,Adam SandlerMiklós László,Nora Ephron"
galaxy_questtt0243155,DHDGalaxy QuestBridget Jones's Diary,"28-Apr-17Dec 25, 1999 Wide13 April 2001 (USA)",Anil Kumar YadavDean ParisotSharon Maguire,"Anil Kumar YadavRobert Gordon,David HowardHelen Fielding,Helen Fielding"
1022871-virustt0114924,Masti Nahi SastiFukkatsu no hi (Day of Resurrection) (The End) (Virus)While You Were Sleeping,"28-Apr-17Jun 26, 1980 Wide21 April 1995 (USA)",Ali Abbas ChaudharyKinji FukasakuJon Turteltaub,"Zeba ChaudharyDaniel G. Sullivan,Fredric LeBow"
end_of_daystt0317198,Mukkadarpur Ka MajnuEnd of DaysBridget Jones: The Edge of Reason,"05-May-17Nov 24, 1999 Wide19 November 2004 (USA)",Shekhar Ramesh MishraPeter HyamsBeeban Kidron,"Padmini Arun SinghAndrew W. MarloweHelen Fielding,Andrew Davies"
he_named_me_malalatt0758766,Mafia Bigg BossHe Named Me MalalaMusic and Lyrics,"05-May-17Oct 2, 2015 Limited14 February 2007 (USA)",Dilip GulatiDavis GuggenheimMarc Lawrence,Dilip GulatiDavis GuggenheimMarc Lawrence
chilly_beach_the_world_is_hot_enoughtt0280720,MantostaanChilly Beach: The World Is Hot EnoughThe Guru,"05-May-17Feb 5, 2008 Wide14 February 2003 (USA)",Rahat KazmiEdin IbricDaisy von Scherler Mayer,"Rahat Kazmi,Aaditya Pratap Singh,Tariq KhanTracey Jackson"
world_and_time_enoughtt0385307,Sarkar 3World and Time EnoughMiss Congeniality 2: Armed and Fabulous,"12-May-17Oct 1, 1995 Wide24 March 2005 (USA)",Ram Gopal VermaEric MuellerJohn Pasquin,"Krishan Choudhary,Gopal Dalvi,Anand Pandit,Rahul MittraEric MuellerMarc Lawrence,Katie Ford"
forces_of_naturett0101921,Meri Pyaari BinduForces of NatureFried Green Tomatoes,"12-May-17Mar 19, 1999 Wide24 January 1992 (USA)",Akshay RoyBronwen HughesJon Avnet,"Maneesh SharmaMarc LawrenceFannie Flagg,Fannie Flagg"
welcome_to_mett0094715,Hindi MediumWelcome to MeBeaches,"19-May-17May 1, 2015 Limited13 January 1989 (USA)",Saket ChaudharyShira PivenGarry Marshall,"Bhushan Kumar,Krishan Kumar,Dinesh VijanEliot LaurenceIris Rainer,Mary Agnes Donoghue"
1010242-hurricanett0095690,Half GirlfriendThe HurricaneMystic Pizza,"19-May-17Jan 1, 1937 Wide21 October 1988 (USA)","Mohit SuriJohn Ford,Stuart HeislerDonald Petrie","Chetan Bhagat,Ekta Kapoor,Shobha Kapoor,Mohit SuriOliver H. P. Garrett,Dudley Nichols,Oliver H.P. GarrettAmy Holden Jones,Amy Holden Jones"
world_is_not_enoughtt0080319,Jattu EngineerThe World Is Not EnoughNine to Five,"19-May-17Nov 19, 1999 Wide19 December 1980 (USA)","Gurmeet Ram Rahim Singh,Honeypreet InsanMichael AptedColin Higgins","C.P. Arora Insan,Jitendra Khurana InsanBruce Feirstein,Robert Wade,Neal Purvis,Dana StevensPatricia Resnick,Colin Higgins"
1093641-hurricanett0057523,Junoon - Once Upon A Time In CalcuttaThe HurricaneSpencer's Mountain,"12-May-17Dec 29, 1999 Wide16 May 1963 (USA)",Kumaar AadarshNorman JewisonDelmer Daves,"Kumaar AadarshArmyan Bernstein,Dan GordonEarl Hamner Jr.,Delmer Daves"
wild_west_comedy_showtt0314331,Life Ki Aisi Ki Taisi - Ho Gayi Haalat KaisiVince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the HeartlandLove Actually,"19-May-17Feb 8, 2008 Wide14 November 2003 (USA)",Ejaz AhmedAri SandelRichard Curtis,Ejaz AhmedRichard Curtis
the-wild-and-wonderful-whites-of-west-virginiatt0276751,Thodi Thodi Si ManmaaniyanThe Wild and Wonderful Whites of West VirginiaAbout a Boy,"26-May-17Oct 17, 2009 Wide17 May 2002 (USA)","Aditya SarpotdarJulien NitzbergChris Weitz,Paul Weitz","Rohandeep Singh,Satish KumarNick Hornby,Peter Hedges"
analyze_thistt0458352,Sachin - A Billion DreamsAnalyze ThisThe Devil Wears Prada,"26-May-17Mar 5, 1999 Wide30 June 2006 (USA)",James ErskineHarold RamisDavid Frankel,"Ravi Bhagchandka,Shrikant BhasiKen Lonergan,Phoef Sutton,Harold Ramis,Kenneth Lonergan,Peter TolanAline Brosh McKenna,Lauren Weisberger"
analyze_thattt0092890,ChakallaspurAnalyze ThatDirty Dancing,"12-May-17Dec 6, 2002 Wide21 August 1987 (USA)",Rajnish JaiswalHarold RamisEmile Ardolino,"Rajnish JaiswalHarold Ramis,Peter Steinfeld,Peter TolanEleanor Bergstein"
wild_wild_westtt1049405,SargoshiyanWild Wild WestThe Other End of the Line,"12-May-17Jun 30, 1999 Wide12 February 2009 (Singapore)","Imran Khan,Vijay VermaBarry SonnenfeldJames Dodson","Imran KhanJim Thomas,John Thomas,S.S. Wilson,Brent Maddock,Jeffrey PriceTracey Jackson"
entrapmenttt1155056,"Little Sholay - The Big FunEntrapmentI Love You, Man","02-Jun-17Apr 30, 1999 Wide20 March 2009 (USA)",Vijay GumgaokarJon AmielJohn Hamburg,"Rajan SuryawanshiRon Bass,William Broyles Jr.,William Broyles,Ronald BassJohn Hamburg,Larry Levin"
for_love_of_the_gamett0417001,LakmeFor Love of the GameMust Love Dogs,"02-Jun-17Sep 17, 1999 Wide29 July 2005 (USA)",Sanjay KhandelwalSam RaimiGary David Goldberg,"Sunil K. YadavDana StevensClaire Cook,Gary David Goldberg"
the-best-man2006tt0185937,Black FutureThe Best ManThe Blair Witch Project,"02-Jun-17Mar 26, 2006 Wide30 July 1999 (USA)","Satya Shishir,DhruvAlex PillaiDaniel Myrick,Eduardo Sánchez","Daniel Myrick,Eduardo Sánchez"
other_sistertt0240890,Sweetiee Weds NRIThe Other SisterSerendipity,"02-Jun-17Feb 26, 1999 Wide5 October 2001 (USA)",Hasnain HyderabadwalaGarry MarshallPeter Chelsom,"Dhaval Patel, Tariq Mohammad,Cyrus Dastur,Sada BhuvadGarry Marshall,Bob BrunnerMarc Klein"
1002072-best_mantt0117002,Mirror Game - Ab Khel ShuruThe Best ManMary Reilly,"02-Jun-17Apr 5, 1964 Limited23 February 1996 (USA)","Vijit SharmaFranklin Schaffner,Franklin J. SchaffnerStephen Frears","Vijit Sharma,Rahula KocharGore VidalValerie Martin,Christopher Hampton"
1093614-double_jeopardytt0110093,A Death In The GunjDouble JeopardyI Love Trouble,"02-Jun-17Sep 24, 1999 Wide29 June 1994 (USA)",Konkona Sen SharmaBruce BeresfordCharles Shyer,"Vijay Kumar Swami,Ashish Bhatnagar,Abhishek Chaubey,Raagii Bhatnagar,Honey TrehanDouglas S. Cook,David WeisbergNancy Meyers,Charles Shyer"
the_deep_blue_seatt2884018,Dear MayaThe Deep Blue SeaMacbeth,"02-Jun-17Mar 23, 2012 Limited4 December 2015 (USA)",Sunaina BhatnagarTerence DaviesJustin Kurzel,"Rahul Mittra,Sandeep Leyzell,Shobhna YadavTerence Rattigan,Terence DaviesJacob Koskoff,Michael Lesslie"
north_woodstt0055277,Flat 211North WoodsThe Parent Trap,"02-Jun-17Oct 1, 2015 Limited21 June 1961 (USA)",Sunil SajanChris MooreDavid Swift,"Sunil SajanErich Kästner,David Swift"
the_hallowtt0063821,Hanuman Da DamdaarThe Hallow (The Woods)With Six You Get Eggroll,"02-Jun-17Nov 6, 2015 Limited7 August 1968 (USA)",Ruchi NarainCorin HardyHoward Morris,"Ruchi Narain,Taher Shabbir,Ashutosh ShahCorin Hardy,Felipe MarinoGwen Bagni,Paul Dubov"
1090759-deep_blue_seatt0080646,Bachche Kachche SachcheDeep Blue SeaDon't Go in the House,"02-Jun-17Jul 28, 1999 Wide28 March 1980 (USA)",Ravi SadashivRenny HarlinJoseph Ellison,"Meena UdandaTalley Griffith,Wayne Powers (II),Duncan Kennedy,Donna Powers,Wayne PowersJoe Masefield,Joseph Ellison"
life_2014tt0087998,Dobaara - See Your EvilLifeThe Deadly Spawn,"02-Jun-17Dec 4, 2015 Wide22 April 1983 (USA)",Prawal RamanAnton CorbijnDouglas McKeown,"Prawal Raman,Vikram Khakhar,Sunil Shah,Ishan SaxenaLuke DaviesDouglas McKeown,Ted A. Bohus"
life_of_josuttytt1531663,Love U FamilyLife of JosuttyEverything Must Go,"09-Jun-17Sep 18, 2015 Limited14 October 2011 (UK)",S. SachindraJithu JosephDan Rush,"Vipul Devani,D.R. BhatiaDan Rush,Raymond Carver"
winning_the_racing_life_of_paul_newmantt0093996,The Wishing TreeWinning: The Racing Life Of Paul NewmanSlumber Party Massacre II,"09-Jun-17May 8, 2015 Limited30 October 1987 (USA)","Manika SharmaNate Adams,Adam CarollaDeborah Brock","Raajayash ChetwalAdam Carolla,Nate AdamsDeborah Brock"
a_walk_in_the_woods_2015tt1321860,Behen Hogi TeriA Walk In The WoodsThe Beaver,"09-Jun-17Sep 2, 2015 Wide19 May 2011 (Germany)",Ajay K. PannanlalKen KwapisJodie Foster,"Anthony D'Souza,Nitin Upadhyaya,Amul Vikas MohanWilliam HoldermanKyle Killen"
1093551-best_mantt0113321,RaabtaThe Best ManHome for the Holidays,"09-Jun-17Oct 22, 1999 Wide3 November 1995 (USA)",Dinesh VijanMalcolm D. LeeJodie Foster,"Bhushan Kumar,Krishan Kumar,Homi Adajania,Dinesh VijanMalcolm D. LeeChris Radant,W.D. Richter"
american_heisttt0102316,TubelightAmerican HeistLittle Man Tate,"23-Jun-17Jul 24, 2015 Limited1 November 1991 (USA)",Kabir KhanSarik AndreasyanJodie Foster,"Salman Khan,Salma KhanRaul InglisScott Frank"
1097822-running_freett0084431,Bank ChorRunning FreeO'Hara's Wife,"16-Jun-17Jun 2, 2000 LimitedJanuary 1984 (USA)","BumpySergei Bodrov,Sergey BodrovWilliam Bartman","Ashish PatilJean-Jacques Annaud,Jeanne RosenbergWilliam Bartman,Joseph Scott Kierland"
1053152-running_freett0090192,PhulluRunning FreeTrancers,"16-Jun-17Jan 2, 1994 Wide22 May 1985 (USA)","Abhishek SaxenaJayme Lee Misfeldt,Jesse M. Sythe,Jesse Montgomery-Sythe,Jim Fowler,Michael Peña,Steve Kruschel,Steve KroschelCharles Band","Kshitij Chaudhary,Pushpa Chaudhary,Anmol Kapoor,Raman KaporDanny Bilson,Paul De Meo"
durango-kidstt0092115,RamadDurango KidsTroll,"16-Jun-17Aug 1, 2003 Wide17 January 1986 (USA)",Shankar Addi MehraAshton RootJohn Carl Buechler,William Martin BrennanEd Naha
the_durango_kidtt2101383,A Mystery StoryThe Durango KidKnight of Cups,"16-Jun-17Aug 15, 1940 Wide4 March 2016 (USA)",Surajit MannaLambert HillyerTerrence Malick,Surajit MannaPaul FranklinTerrence Malick
strip_club_king_the_story_of_joe_rednertt0095312,ApmanitStrip Club King: The Story of Joe RednerHollywood Chainsaw Hookers,"16-Jun-17Jun 1, 2008 WideMarch 1988 (USA)",Sunil ManjhiShelby McIntyreFred Olen Ray,"Tejpal TokasFred Olen Ray,T.L. Lankford"
8mm_2tt1374989,Dil Jalaao Na8MM 2Pride and Prejudice and Zombies,"23-Jun-17Nov 22, 2005 Wide5 February 2016 (USA)",Vishal BoradeJ.S. CardoneBurr Steers,"Jahanara Ansari,Nasir HusseinRobert SullivanJane Austen,Seth Grahame-Smith"
joe_the_kingtt0109813,Ek Haseena Thi Ek Deewana ThaJoe the KingThe Flintstones,"30-Jun-17Oct 15, 1999 Wide27 May 1994 (USA)",Suneel DarshanFrank WhaleyBrian Levant,"Suneel DarshanFrank WhaleyTom S. Parker,Jim Jennewein"
8mmtt0091313,Sai vs I8MMBorn American,"07-Jul-17Feb 26, 1999 Wide30 August 1986 (USA)",Aanuj TiwariJoel SchumacherRenny Harlin,"Deepika Malhotra,Ankur MalhotraAndrew Kevin WalkerRenny Harlin,Markus Selin"
1097308-legend_of_sleepy_hollowtt0101726,The Slum StarsThe Legend of Sleepy HollowDice Rules,"07-Jul-17Oct 23, 1999 Wide17 May 1991 (USA)","Sandeep Singh BawaJim Ormond,Pierre GangJay Dubin","Harpreet Kaur DhillonJoe WeisenfeldAndrew Dice Clay,Lenny Schulman"
sleepy_hollowtt0112760,Guest In LondonSleepy HollowCutthroat Island,"07-Jul-17Nov 19, 1999 Wide22 December 1995 (USA)",Ashwini DhirTim BurtonRenny Harlin,"Abhishek Pathak,Kumar MangatAndrew Kevin WalkerMichael Frost Beckner,James Gorman"
generals_daughtertt0095904,MomThe General's DaughterPrison,"07-Jul-17Jun 18, 1999 Wide8 December 1987 (UK)",Ravi UdyawarSimon WestRenny Harlin,"Gautam Jain,Naresh Agarwal,Sunil Manchanda,Boney Kapoor,Mukesh TalrejaNelson DeMille,William Goldman,Christopher BertoliniIrwin Yablans,C. Courtney Joyner"
devil_rides_outtt2246907,Jagga JasoosThe Devil Rides OutBiohazard: Patient Zero,"14-Jul-17Jan 1, 1968 Wide25 September 2012 (USA)",Anurag BasuTerence FisherBrian T. Jaynes,"Ranbir Kapoor,Siddharth Roy Kapur,Anurag BasuRichard MathesonBrian T. Jaynes"
inspector_gadgettt0102070,Munna MichealInspector GadgetHudson Hawk,"21-Jul-17Jul 23, 1999 Wide24 May 1991 (USA)",Sabbir KhanDavid KelloggMichael Lehmann,"Viki RajaniAndy Heyward,Jean Chalopin,Bruno Bianchi,Dana Olsen,Zak PennBruce Willis,Robert Kraft"
ride_with_the_devil_1999tt1648190,ShabRide With the DevilThe Dark Tower,"14-Jul-17Nov 24, 1999 Wide13 January 2017 (USA)",OnirAng LeeNikolaj Arcel,"Sanjay Suri,Onir, Mohan Mulani,Bhavna TalwarJames SchamusNikolaj Arcel,Akiva Goldsman"
trick_r_treattt1502397,Love IconTrick 'r TreatBad Boys 3,"14-Jul-17Dec 9, 2007 Wide17 February 2017 (USA)",M. AikkyaakshMichael DoughertyJoe Carnahan,M. AikkyaakshMichael DoughertyDavid Guggenheim
jacob_the_liartt0379865,"Ghanta Chori Ho GayaJakob, der Lügner (Jacob the Liar)Leatherheads","14-Jul-17Apr 17, 1975 Wide4 April 2008 (USA)",Nirbhay ChaudharyFrank BeyerGeorge Clooney,"Vikram Singh Gurjar,Kamal GurjarJurek Becker,Frank BeyerDuncan Brantley,Rick Reilly"
boys-briefs-2tt0308514,Lipstick Under My BurkhaBoys Briefs 2Lost in La Mancha,"21-Jul-17Dec 31, 2000 Wide2 August 2002 (UK)","Alankrita ShrivastavaAlexander Pfeuffer,Antonio Hens,Barry Dignam,Guillem Morales,Jeremy Podeswa,Jean-François MonetteKeith Fulton,Louis Pepe",Prakash Jha
a_dogs_tale_1999tt1931435,Gayy Gayy ResorttA Dog's TaleThe Big Wedding,"21-Jul-17Dec 31, 1999 Wide26 April 2013 (USA)",Karan MishrekarCraig ClydeJustin Zackham,"Sanjay Chawla Craig ClydeJustin Zackham,Jean-Stéphane Bron"
hachi_a_dogs_talett1414382,MubarakanHachi: A Dog's TaleYou Again,"28-Jul-17Dec 18, 2009 Wide24 September 2010 (USA)",Anees BazmeeLasse HallstromAndy Fickman,"Ashwin Varde,Murad KhetaniStephen Lindsey,Stephen P. LindsayMoe Jelline"
inspector_gadget_2tt0893412,Indu SarkarInspector Gadget 2From Prada to Nada,"28-Jul-17Mar 11, 2003 Wide28 January 2011 (USA)",Madhur BhandarkarAlex ZammAngel Gracia,"Ron AndersonFina Torres,Luis Alfaro"
magnoliatt0319524,Raag DeshMagnoliaHow to Deal,"28-Jul-17Dec 17, 1999 Wide18 July 2003 (USA)",Tigmanshu DhuliaPaul Thomas AndersonClare Kilner,"Gurdeep Singh SappalPaul Thomas AndersonSarah Dessen,Neena Beber"
dougs_1st_moviett3517044,Baaraat CompanyDoug's 1st MovieThe Free World,"04-Aug-17Mar 26, 1999 Wide2016 (USA)","Syed Ahmed AfzalMaurice Joyce (II),Jim Jenkins,Maurice JoyceJason Lew",Archana ChandaKen ScarboroughJason Lew
tricktt1619029,GurgaonTrickJackie,"04-Aug-17Jul 23, 1999 Limited2017 (USA)",Shanker RamanJim FallPablo Larraín,"Alan McAlex,Nisha N. Sujan,Madhukar R. Musle,Abbas Ali Ratansi,Ajay G. RaiJason SchaferNoah Oppenheim"
the_hand_that_rocks_the_cradlett4076926,Uff Ye Kaisi AashiquiThe Hand that Rocks the CradleThe Heyday of the Insensitive Bastards,"04-Aug-17Jan 10, 1992 Wide2015 (USA)","Anuj ShrivastavCurtis HansonMark Columbus,Lauren Hoekstra","Bipin Singh YadavAmanda SilverRoxanne Beck,Robert Boswell"
1008407-gloriatt0263757,Mr. Item - An Antic PieceGloriaUptown Girls,"28-Jul-17Oct 1, 1980 Limited15 August 2003 (USA)",Ramesh Kishan GoudJohn CassavetesBoaz Yakin,"Raghunandan SurapaneniJohn CassavetesJulia Dahl,Mo Ogrodnik"
gloria_2012tt0318283,Duniya Khatam Ho Rahi HaiGloriaAlex & Emma,"04-Aug-17Jan 24, 2014 Limited20 June 2003 (USA)",Karan KashyyapSebastián LelioRob Reiner,"Karan KashyyapGonzalo Maza,Sebastián Lelio,Gustavo MazaJeremy Leven"
story_of_ustt4669986,Jab Harry Met SejalThe Story of UsLoving,"04-Aug-17Oct 15, 1999 Wide",Imtiaz AliRob ReinerJeff Nichols,"Gauri KhanAlan Zweibel,Jessie NelsonJeff Nichols"
cradle_will_rocktt2062700,Toilet Ek Prem KathaCradle Will RockUntitled Terrence Malick Project,"11-Aug-17Dec 8, 1999 Limited2016 (USA)",Shree Narayan SinghTim RobbinsTerrence Malick,"Shital Bhatia,Arjun N. Kapoor,Hitesh Thakkar,Aruna BhatiaTim RobbinsTerrence Malick"
zeyda-and-the-hitman-running-with-the-hitmantt0790770,The Dream JobZeyda and the Hitman (Running with the Hitman)Miles Ahead,"11-Aug-17Nov 20, 2004 Wide10 October 2015 (USA)",Mukesh MishraMelanie MayronDon Cheadle,"Mukesh Mishra,Vinod Adaskar,Santosh Patil,B.V. Chopde,S. GoreSteven Baigelman,Don Cheadle"
running_with_the_hitmantt0028843,Bareilly Ki BarfiRunning with the HitmanEvery Day's a Holiday,"18-Aug-17Nov 21, 2011 Limited18 December 1937 (USA)",Ashwiny Iyer TiwariMelanie MayronA. Edward Sutherland,"Vineet Jain,Renu Ravi ChopraMae West"
1015758-outoftownerstt1341341,ShreelancerThe Out-of-TownersCeremony,"18-Aug-17May 28, 1970 Limited16 June 2011 (Thailand)",Sandeep MohanArthur HillerMax Winkler,"Sandeep Mohan,Giju JohnNeil SimonMax Winkler"
hitmans_runtt0418773,Phir Aaya Satte Pe SattaHitman's RunJunebug,"18-Aug-17Sep 3, 1999 Wide16 September 2005 (USA)",Rajesh MittalMark L. LesterPhil Morrison,"Rajesh Mittal, Nirmala PaulAngus MacLachlan"
the_out_of_townerstt0368563,Gangs Of NortheastThe Out-of-TownersPossession,"18-Aug-17Apr 2, 1999 Wide16 July 2009 (Portugal)","Rupak GogoiSam WeismanJoel Bergvall,Simon Sandquist","Sanjive Narain,Kenny LyngdohMarc Lawrence (II),Neil SimonMichael Petroni,Won-mi Byun"
superstartt1216492,BandookrajSuperstarLeap Year,"18-Aug-17Feb 6, 2009 Wide8 January 2010 (USA)",Mahendra LodhiTahmineh MilaniAnand Tucker,"Sanjay BindalTahmineh MilaniDeborah Kaplan,Harry Elfont"
requiem_for_a_dreamtt0491152,Snif!!!Requiem for a DreamSomething Borrowed,"25-Aug-17Oct 6, 2000 Wide6 May 2011 (USA)",Amol GupteDarren AronofskyLuke Greenfield,"Jyoti Deshpande,Amol Gupte,Ajit ThakurHubert Selby, Jr.,Darren Aronofsky,Hubert Selby Jr.,Hubert SelbyJennie Snyder Urman,Emily Giffin"
desecration_1999tt0460791,MuskurahateinDesecrationThe Fall,"25-Aug-17Jan 1, 1999 Wide30 May 2008 (USA)",Dante TomaselliTarsem Singh,"J.S. RandhawaDante TomaselliDan Gilroy,Nico Soultanakis"
1093874-superstartt0862846,Qaidi BandSuperstarSunshine Cleaning,"25-Aug-17Oct 8, 1999 Wide17 April 2009 (USA)",Habib FaisalBruce McCullochChristine Jeffs,"Aditya ChopraSteven Wayne Koren,Steve KorenMegan Holley"
blast_from_the_pasttt3873666,Babumoshai BandookbaazBlast From the PastPaper Anchor,"25-Aug-17Feb 12, 1999 Wide",Kushan NandyHugh WilsonMatt Byrne,"Ashmit Kunder,Kiran Shroff,Kushan NandyBill Kelly,Hugh WilsonMatt Byrne"
three_kingstt0481141,A Gentleman - Sundar Susheel RiskyThree KingsNo Reservations,"25-Aug-17Oct 1, 1999 Wide27 July 2007 (USA)","Krishna D.K,Raj NidimoruDavid O. RussellScott Hicks","David O. RussellCarol Fuchs,Sandra Nettelbeck"
vulgaria_2012tt1015471,BaadshahoVulgariaThe Sisterhood of Night,"01-Sep-17Sep 28, 2012 Limited18 October 2014 (USA)",Milan LuthriaPang Ho-CheungCaryn Waechter,"Bhushan Kumar,Krishan Kumar,Milan LuthriaChiu-Wing Lam,Pang Ho-Cheung,Lu Yi-Xin,Chao-Rong Lin,Lam Chiu WingMarilyn Fu,Steven Millhauser"
vulgartt0489237,Shubh Mangal SaavdhanVulgarThe Nanny Diaries,"01-Sep-17Apr 26, 2002 Wide24 August 2007 (USA)","R.S. PrasannaBryan JohnsonShari Springer Berman,Robert Pulcini","Krishika Lulla,Anand L. RaiBryan JohnsonEmma McLaughlin,Nicola Kraus"
gladiators-seventt2190467,DaddyGladiators SevenSafelight,"08-Sep-17Dec 31, 2003 Wide17 July 2015 (USA)",Ashim AhluwaliaPedro LazagaTony Aloupis,"Arjun RampalTony Aloupis,Tony Aloupis"
erin_brockovichtt1440161,Poster BoysErin BrockovichA Little Bit of Heaven,"08-Sep-17Mar 17, 2000 Wide4 May 2012 (USA)",Shreyas TalpadeSteven SoderberghNicole Kassell,"Shreyas TalpadeRichard LaGravenese,Susannah GrantGren Wells"
replacement_killerstt1763303,Ho Gaya Hai Mera Dil PatangaThe Replacement KillersThe First Time,"01-Sep-17Feb 6, 1998 Wide7 February 2013 (Russia)",Sachin ChauhanAntoine FuquaJon Kasdan,Anirudh ChauhanKen SanzelJon Kasdan
me_myself_and_itt1931602,Mr. KabaadiMe Myself and IVery Good Girls,"08-Sep-17Jun 1, 1992 Wide24 June 2014 (USA)",Seema KapoorPablo FerroNaomi Foner,Anup JalotaJulian BarryNaomi Foner
replacementstt2140619,The RallyThe ReplacementsTwo Night Stand,"08-Sep-17Aug 11, 2000 Wide26 September 2014 (USA)",Deepak AnandHoward DeutchMax Nichols,"Rohit Kumar,Deepak AnandVince McKewin,Vince Mc KewinMark Hammer"
gladiatortt4594834,SameerGladiatorChi-Raq,"08-Sep-17May 5, 2000 WideDecember 2015 (USA)",Dakxin ChharaRidley ScottSpike Lee,"Viren Ghamande,Manish Pate,Bankim Tamaychi,Dakxin ChharaDavid H. Franzoni,John Logan,William NicholsonSpike Lee,Kevin Willmott"
me_myself_itt2093991,VadiyanMe Myself IElvis & Nixon,"15-Sep-17Dec 31, 2000 Wide2016 (USA)","Rajan PriyadarshiPhilippa Karmel,Phillipa Karmel,Pip KarmelLiza Johnson","Prakash TiwariPhillipa Karmel,Pip KarmelJoey Sagal,Hanala Sagal"
me_myself_and_irenett0425123,"RabbiMe, Myself & IreneJust Like Heaven","15-Sep-17Jun 23, 2000 Wide16 September 2005 (USA)","Rahat KazmiChris Cooper,Jim Carrey,Renée Zellweger,Richard Jenkins,Robert Foster,Peter Farrelly,Bobby FarrellyMark Waters","Rahat KazmiPeter Farrelly,Mike Cerrone,Bobby FarrellyPeter Tolan,Leslie Dixon"
meet_the_parentstt4497416,Shaadi Ka PunchnamaMeet the ParentsLake Placid vs. Anaconda,"15-Sep-17Oct 6, 2000 Wide25 April 2015 (USA)",Naina KhedkarJay RoachA.B. Stone,"John Hamburg,Jim HerzfeldBerkeley Anderson"
1006223-how_the_grinch_stole_christmastt0114614,B.A. Pass 2How the Grinch Stole ChristmasTank Girl,"15-Sep-17Jun 1, 1967 Wide31 March 1995 (USA)","Shadab KhanChuck Jones,Ben WashamRachel Talalay","Narendra Singh,Aastha R. NaadTheodor S. GeiselAlan Martin,Jamie Hewlett"
how_the_grinch_stole_christmastt0318761,Patel Ki Punjabi ShaadiDr. Seuss' How the Grinch Stole ChristmasThumbsucker,"15-Sep-17Nov 17, 2000 Wide7 October 2005 (USA)",Sanjay ChhelRon HowardMike Mills,"Bharat Patel,Kalapi NagadaJeffrey Price,Peter S. Seaman,Dave Mandel,Jeff Schaffer,Alec BergWalter Kirn,Mike Mills"
human_traffictt1517249,SimranHuman TrafficSunlight Jr.,"15-Sep-17May 5, 2000 Wide12 January 2015 (Japan)",Hansal MehtaJustin KerriganLaurie Collyer,"Amit Agarwal,Shailesh R. Singh,Krishan Kumar,Bhushan KumarJustin KerriganLaurie Collyer"
x_men_days_of_future_pasttt1134629,Lucknow CentralX-Men: Days of Future PastThe Private Lives of Pippa Lee,"15-Sep-17May 23, 2014 Wide10 July 2009 (UK)",Ranjit TiwariBryan SingerRebecca Miller,"Monisha Advani,Nikhil Advani,Madhu BhojwaniJohn Byrne,Jane Goldman,Matthew Vaughn,Simon KinbergRebecca Miller,Rebecca Miller"
memento_moritt0770703,The Final ExitMemento MoriWhat's Your Number?,"22-Sep-17Jan 1, 2001 Wide30 September 2011 (USA)","Dhwanil MehtaJack Clayton,Min Kyu-Dong,Kim Tae-Yong,Kyu-Dong Min,Tae-Yong KimMark Mylod","Mrunal Jhaveri,Vishal RanaMuriel Spark,Jack Clayton,Alan Kelley,Jeanie SimsGabrielle Allan,Jennifer Crittenden"
scary_movie_4tt1121977,BhoomiScary Movie 4Mother and Child,"22-Sep-17Apr 14, 2006 Wide2 July 2010 (Spain)",Omung KumarDavid ZuckerRodrigo García,"Sandeep Singh,Bhushan Kumar,Krishan KumarCraig Mazin,Jim Abrahams,Pat Proft,David ZuckerRodrigo García"
pitch_blacktt0483726,Haseena ParkarPitch BlackMan of the Year,"22-Sep-17Feb 18, 2000 Wide13 October 2006 (USA)","Apoorva LakhiaDavid Twohy,David N. TwohyBarry Levinson","Nahid KhanJim Wheat,Ken Wheat,David Twohy,David N. TwohyBarry Levinson"
mementott1718158,NewtonMementoGeneration Um...,"22-Sep-17Sep 5, 2000 Wide28 May 2013 (USA)",Amit MasurkarChristopher NolanMark Mann,"Manish MundraJonathan Nolan,Christopher NolanMark Mann"
2011tt0119109,JDWhat Women WantFathers' Day,"22-Sep-17Feb 3, 2011 Limited9 May 1997 (USA)","Shailendra PandeyDaming Chen,Chen DamingIvan Reitman","Shailendra Pandey,Shailendra PandeyChen DamingFrancis Veber,Lowell Ganz"
scary_movie_5tt0493176,Judwaa 2Scary Movie 5When I Die,"29-Sep-17Apr 12, 2013 Wide12 November 2005 (USA)",David DhawanMalcolm D. LeeWayne Ewing,"Sajid NadiadwalaDavid Zucker,Pat Proft"
scary_moviett0092272,Raju BajrangiScary MovieYoungblood,"22-Sep-17Jul 7, 2000 Wide31 January 1986 (USA)",Manoj SharmaKeenen Ivory WayansPeter Markle,"Neetu Sharma,Shiv Narayan Singh RawatShawn Wayans,Marlon Wayans,Buddy Johnson,Phil Beauman,Jason FriedbergPeter Markle,John Whitman"
what_women_wanttt0129290,ISIS - Enemies Of HumanityWhat Women WantPatch Adams,"29-Sep-17May 1, 2001 Wide25 December 1998 (USA)",Yuvraj KumarNancy MeyersTom Shadyac,"Yuvraj KumarJosh Goldsmith,Cathy Yuspa,Nancy MeyersPatch Adams,Maureen Mylander"
